"","cod_punt","longitud","latitud","dseq","etott","iha","osc1","osc2","pin","po","pp","ptt","pv","sdef","ssup","ta","tmaxc","tmc","tmf","tminf","cur_md","ins","mde","orien","pte","arc","are","ca","cic","cod_hid","crad","lim","mo","mo_sup","n_sup","ph","ps","psb","textura","tf"
"cur_md",-0.0146847179945947,-0.0175001886870546,-0.0315897417638161,-0.0422452744887959,-0.0948935219714713,0.114790056731887,-0.0334319147100699,-0.0509301585364084,0.0648630065346796,0.0768737810260975,0.0748235924011939,0.0734342496874049,0.0680651405009388,-0.0737177744405919,0.107871914005194,-0.11813025005718,-0.12074651788574,-0.142837628869341,-0.0833767848512304,-0.0618328618928324,1,-0.214988526696775,0.12244179985388,-0.00468572768424618,0.0796988386805306,-0.0492286886320354,0.0319098136924949,0.0401512198139652,-0.0214857517491596,0.0191040879580807,-0.0704426649861314,0.00277063141043504,0.088375692756019,0.0679216962090044,-0.0181431839117904,-0.0252153920382721,-0.0530415751535304,0.00523039215503612,0.00799425111181389,0.00265552147521809
"ins",0.0184523031916861,-0.0768312866507146,-0.0201202310474234,0.106807304652968,0.321981472939337,-0.168097053366669,-0.0720449939974118,-0.0354059334624461,-0.0734590744260092,-0.103616141654465,-0.129399518198413,-0.103234367053322,-0.149104206127954,0.159660326644812,-0.152387176901327,0.128377296531859,0.0736154012402822,0.103036120438204,0.126719537441595,0.117026031719546,-0.214988526696775,1,-0.149133823328508,0.0112622942650591,-0.282286719822417,-0.0645445183288051,0.131539945410071,-0.0278875774656807,-0.111833032667477,0.0626148585651369,-0.0435238620996461,-0.137644960188538,-0.0948212285947765,-0.150199338796763,-0.0894206144874435,-0.0461690310075453,0.0415157093280501,0.010520792237792,0.0789742329728463,0.108718418881001
"mde",-0.0555082634712323,0.531027205372039,0.0422714442284969,-0.442953130304748,-0.638893432045949,0.479723624696094,0.42699478189391,0.201884223906702,0.169299046391956,0.203140110261233,0.429664147761313,0.286196401228041,0.710892880246785,-0.571894057501658,0.390638522443917,-0.988516615270946,-0.638631599912439,-0.869595643727458,-0.944133802106087,-0.88956857677039,0.12244179985388,-0.149133823328508,1,0.0591650920006569,0.516820274211985,-0.0789039354205937,-0.227574521593356,-0.110173935122968,0.129609268786998,-0.203801955028723,0.000307688728287036,0.443412415284292,0.616835267951993,0.640584176417852,0.251757399725418,0.202476533344232,-0.500087575879766,0.0137649715088676,-0.0647741358201056,-0.350479645813166
"orien",-0.0222648995516666,0.0252723574493161,0.00601147407182892,-0.0313332001200935,-0.0306909554325589,0.0377489712703809,0.0402837114021622,0.0236729819930789,0.00849624515813817,0.0197385682715775,0.0451040006430209,0.0237125842481216,0.049695997056992,-0.0326707864209681,0.0360547554989973,-0.0490249896927294,-0.0127136951328032,-0.0310032974985015,-0.0510108301018818,-0.0411699903260713,-0.00468572768424618,0.0112622942650591,0.0591650920006569,1,0.0261905049925579,0.0325175005111462,-0.0430972216209886,0.000259034190952435,0.0270172229881926,-0.058158599379965,0.00635516999556921,0.0328497018923575,0.029540315561862,0.0333273824812458,-0.000601957776426536,0.0314364589688943,-0.0489744378148876,0.0402572189754736,-0.0108374721562219,-0.0718715275194595
"pte",-0.0510438975279282,0.337290523147432,-0.0386150986385405,-0.335861840373863,-0.534071961568237,0.538498737409338,0.170976971673815,0.030452586237161,0.370392653405475,0.409854695631193,0.529207318913477,0.442066586745083,0.431770704576954,-0.530130468880228,0.517211683549401,-0.50910737254833,-0.385360995451932,-0.47073142149574,-0.469426492609,-0.427715762872914,0.0796988386805306,-0.282286719822417,0.516820274211985,0.0261905049925579,1,0.00320814796444517,-0.231547598479355,-0.0223315931704514,0.207353274844427,-0.192166128413138,-0.0145537090368665,0.361221901914998,0.499453393763111,0.563643205226617,0.286405675961922,0.156124288100313,-0.403586431675706,0.0459248400480923,-0.0812918478198486,-0.36965275134828
"arc",-0.216087793928211,-0.183270175018362,-0.00797602251180901,-0.141978108803131,0.127452097763105,0.154171266422387,0.0767370860027236,0.0873211713578441,0.243490659371559,0.22251891137431,0.209586669616635,0.231842655859582,0.100369946589797,0.00414580492167224,0.187136992431015,0.054124774068259,0.187546115748119,0.123176304599563,0.0387325104085917,0.0862335699330712,-0.0492286886320354,-0.0645445183288051,-0.0789039354205937,0.0325175005111462,0.00320814796444517,1,-0.778306362499302,0.321383732534669,0.48955193788286,-0.43040632554295,0.212685280299456,0.148638250024257,0.0782114503786004,0.142915002493989,0.0659377901409445,0.207718624926313,0.277719999832977,0.163752772474029,-0.569275277029759,-0.10652367080306
"are",0.0926504685937254,-0.174114744063453,0.047481596217486,0.16090585021167,0.138448813082217,-0.147190393601853,-0.153496592177336,-0.0813374174403393,-0.0961414203232586,-0.103850852769573,-0.167625360269429,-0.129051868719267,-0.227691190762015,0.103803115269462,-0.150890230514994,0.228609328429818,0.0855757982816264,0.157092022510972,0.223424020079841,0.184000746712695,0.0319098136924949,0.131539945410071,-0.227574521593356,-0.0430972216209886,-0.231547598479355,-0.778306362499302,1,-0.0945520936351943,-0.509704254549222,0.661897090739564,-0.48399563762153,-0.736596032380134,-0.347291368607961,-0.34890509311115,-0.255820992418404,-0.424049549252878,0.0505996650355397,-0.303938930183627,0.673667873188726,0.319437323616659
"ca",-0.0546053288838319,-0.0653556936214971,0.344140315403831,-0.138726704889637,0.232893852240496,0.0391871642198031,0.335460936122129,0.291610797252263,0.12379891442217,0.105173901351551,0.140123949887991,0.131877474992011,0.168417642136351,0.0322002701145739,0.0459269837537554,0.102052446605591,0.347070527924742,0.298000322186412,-0.0100136209939889,0.00438471388038687,0.0401512198139652,-0.0278875774656807,-0.110173935122968,0.000259034190952435,-0.0223315931704514,0.321383732534669,-0.0945520936351943,1,0.203159601890363,-0.0873564120931689,-0.0671439175862147,-0.19726653321028,-0.100470532870625,-0.0245473730183422,0.0296820187510358,-0.0672324317766078,0.155663186335579,-0.0247468500990529,-0.0595224692430812,-0.115710195401322
"cic",-0.134281060700976,0.0415082157741171,-0.0795199096577276,-0.227730577301209,-0.174450280454627,0.269573784529415,0.0250643190485048,-0.0593393474112116,0.246803132119023,0.298921948689024,0.265971484214408,0.27459586600651,0.235970442333817,-0.176661468391972,0.281815038392443,-0.149098159589813,-0.110005086099542,-0.124306375353626,-0.110055785177391,-0.0408861067616239,-0.0214857517491596,-0.111833032667477,0.129609268786998,0.0270172229881926,0.207353274844427,0.48955193788286,-0.509704254549222,0.203159601890363,1,-0.372372472170625,0.187759090311796,0.275436170018975,0.188654095065441,0.286956327098484,0.335818727226867,0.228451974507682,0.0168130748556699,0.0971893247300349,-0.361155908899155,-0.385413502440353
"cod_hid",0.0114449926303893,-0.219924252569939,-0.0851029842592553,0.0934201925592013,0.125832600855277,-0.0844283990333927,-0.18813178141463,-0.0716986178893692,-0.0293471036027075,-0.0515341651669787,-0.122328906356643,-0.0702481892343755,-0.191507264396709,0.0578155927995688,-0.0962506144633899,0.17924587994788,0.0773588450865063,0.0917021276065592,0.198637847560679,0.164150036391026,0.0191040879580807,0.0626148585651369,-0.203801955028723,-0.058158599379965,-0.192166128413138,-0.43040632554295,0.661897090739564,-0.0873564120931689,-0.372372472170625,1,-0.643908613571541,-0.57884274685708,-0.200739352034963,-0.217810034208708,-0.19566562043535,-0.228067333131029,0.0211421055621048,-0.403553754033963,0.207707549249008,0.482843860618848
"crad",0.042288192883033,0.144351669006031,0.150241856238621,0.0844746797407132,0.128846106995746,-0.17699479831643,0.179715992320584,0.163994132135908,-0.173961406482042,-0.148867001814458,-0.115252044973785,-0.147516538156941,0.0387751931979182,0.20237115489468,-0.140155584671968,0.0117501469232843,0.140995175037096,0.105720415482203,-0.0455811638473543,-0.0525664152687898,-0.0704426649861314,-0.0435238620996461,0.000307688728287036,0.00635516999556921,-0.0145537090368665,0.212685280299456,-0.48399563762153,-0.0671439175862147,0.187759090311796,-0.643908613571541,1,0.533176180960848,-0.131587345233298,-0.0138950439917761,0.0439313206538492,0.176330514739377,0.19879257890603,0.255598903786381,-0.206929095510534,-0.051424723771103
"lim",0.086840825852595,0.471634799103123,-0.0661900277255879,-0.100486557105416,-0.355337415975127,0.0657513050429089,0.159092385687436,0.0340439977308704,-0.110860026114702,-0.0761280485708771,0.0382441898356405,-0.0464806972084135,0.250489315588541,-0.167951178892501,0.036068993619982,-0.418351043575781,-0.336795609371453,-0.380093957472079,-0.393604457290186,-0.382680775912087,0.00277063141043504,-0.137644960188538,0.443412415284292,0.0328497018923575,0.361221901914998,0.148638250024257,-0.736596032380134,-0.19726653321028,0.275436170018975,-0.57884274685708,0.533176180960848,1,0.462722763247177,0.395568163093281,0.331881531789843,0.444113541626542,-0.378841488894768,0.302302742570606,-0.447796999734169,-0.388357010233399
"mo",-0.086534557344397,0.307073893190922,-0.0903598246368121,-0.338820571995366,-0.556919149385478,0.475220990032138,0.0738866063778293,-0.0932638064160056,0.277745127400871,0.284311114497908,0.421278360873584,0.342564539942487,0.492793486048472,-0.480924171529673,0.420401722228217,-0.620939947514487,-0.565807866645827,-0.640260748789483,-0.528636048561709,-0.46329484345865,0.088375692756019,-0.0948212285947765,0.616835267951993,0.029540315561862,0.499453393763111,0.0782114503786004,-0.347291368607961,-0.100470532870625,0.188654095065441,-0.200739352034963,-0.131587345233298,0.462722763247177,1,0.891997779674669,0.41293537533472,0.227443764510153,-0.543940322714251,0.117596624906844,-0.19866043954108,-0.264272281834154
"mo_sup",-0.14035789590756,0.321383816387216,-0.0638972730794829,-0.38270571621906,-0.568391886869133,0.557623401822046,0.13502380533029,-0.046573473024605,0.359395317489236,0.378187102165721,0.520141135751935,0.43454786802907,0.561446820046172,-0.528834540528652,0.512179275652957,-0.653166396220412,-0.538729178700361,-0.639843222667516,-0.570652000203591,-0.491528088444747,0.0679216962090044,-0.150199338796763,0.640584176417852,0.0333273824812458,0.563643205226617,0.142915002493989,-0.34890509311115,-0.0245473730183422,0.286956327098484,-0.217810034208708,-0.0138950439917761,0.395568163093281,0.891997779674669,1,0.423881245757804,0.250948693616995,-0.400389322952313,0.110759805187335,-0.205504781329745,-0.276622918144399
"n_sup",-0.0387352198569377,0.062857058661592,0.00424893273827373,-0.258681490729348,-0.32573218992416,0.362652911649987,-0.0251400913769989,-0.102579917944735,0.303379946721621,0.2984214063957,0.330081811762021,0.322780554664966,0.303107239882124,-0.353643417218797,0.345285816895832,-0.270425549234971,-0.277087498443084,-0.306866898897723,-0.211444224288871,-0.158955745100679,-0.0181431839117904,-0.0894206144874435,0.251757399725418,-0.000601957776426536,0.286405675961922,0.0659377901409445,-0.255820992418404,0.0296820187510358,0.335818727226867,-0.19566562043535,0.0439313206538492,0.331881531789843,0.41293537533472,0.423881245757804,1,0.00883740931117365,-0.292469605565032,0.00269996735405233,-0.187216410477745,-0.245797662270206
"ph",0.104614397144634,0.67566665261654,-0.42648454045386,0.222577996833109,-0.284679319964502,-0.209259531072778,-0.00113985265761104,-0.14059233675161,-0.402442912060641,-0.397377114049247,-0.292761208612249,-0.374538570343624,-0.141939412086186,0.143903313894738,-0.225287786020062,-0.162183920948643,-0.315218875596875,-0.176813613709642,-0.131071645745763,-0.152306132094409,-0.0252153920382721,-0.0461690310075453,0.202476533344232,0.0314364589688943,0.156124288100313,0.207718624926313,-0.424049549252878,-0.0672324317766078,0.228451974507682,-0.228067333131029,0.176330514739377,0.444113541626542,0.227443764510153,0.250948693616995,0.00883740931117365,1,-0.031371697672534,0.471100246918332,-0.346376939627374,-0.136925147245369
"ps",-0.0877879546494531,-0.386101809819523,-0.0110922148095496,0.152350586615761,0.484359673341587,-0.268187448374232,-0.0995757759183729,0.0429947085816745,-0.082906504581088,-0.0753471929468211,-0.213548002561945,-0.134586652723334,-0.336763253042427,0.379747477805083,-0.23253117028319,0.46999970478902,0.445817209277182,0.47199312964167,0.420933990100413,0.401440523913069,-0.0530415751535304,0.0415157093280501,-0.500087575879766,-0.0489744378148876,-0.403586431675706,0.277719999832977,0.0505996650355397,0.155663186335579,0.0168130748556699,0.0211421055621048,0.19879257890603,-0.378841488894768,-0.543940322714251,-0.400389322952313,-0.292469605565032,-0.031371697672534,1,0.0173730925058856,-0.0118356880687398,0.372908586491082
"psb",0.0577315811136099,0.261912254231251,-0.0837138450498965,0.0997133830676449,-0.00273234812008579,-0.231372381334494,0.0476097807775226,0.00945957403684744,-0.254150635869585,-0.243614351304569,-0.178681896300434,-0.231622054633782,-0.0640777581667192,0.13454406190876,-0.219223695370367,0.0129592924206685,-0.0240529482090534,0.0349346185508462,-0.00690894407200515,-0.0357194864800744,0.00523039215503612,0.010520792237792,0.0137649715088676,0.0402572189754736,0.0459248400480923,0.163752772474029,-0.303938930183627,-0.0247468500990529,0.0971893247300349,-0.403553754033963,0.255598903786381,0.302302742570606,0.117596624906844,0.110759805187335,0.00269996735405233,0.471100246918332,0.0173730925058856,1,-0.126310647677485,-0.136429192326285
